N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
566005,08/09/2021 11:56,16426,United Kingdom,88,161.69
544091,16/02/2021 08:37,14897,United Kingdom,122,175.5
549040,05/04/2021 17:22,,United Kingdom,6,2.34
537041,05/12/2020 10:36,16033,United Kingdom,52,155.64
556961,16/06/2021 09:34,16276,United Kingdom,420,810.6
577340,18/11/2021 14:57,,United Kingdom,40,0
548652,01/04/2021 13:34,16928,United Kingdom,108,135
539643,20/12/2020 15:48,,United Kingdom,3,10.35
563357,15/08/2021 14:50,13277,United Kingdom,40,50
580134,01/12/2021 19:24,13102,United Kingdom,194,308.06
568872,29/09/2021 12:12,12372,Denmark,202,383.12
575718,10/11/2021 18:04,16907,United Kingdom,69,269.77
575869,11/11/2021 12:45,14543,United Kingdom,4,15.8
562553,05/08/2021 16:34,,United Kingdom,579,1689.66
577403,20/11/2021 10:15,13988,United Kingdom,392,462.44
568802,29/09/2021 10:49,14834,United Kingdom,196,421.9
580607,05/12/2021 11:39,15290,United Kingdom,156,202.62
559121,06/07/2021 12:18,13599,United Kingdom,313,308.18
560554,19/07/2021 13:01,16232,United Kingdom,207,358.57
555816,07/06/2021 11:49,13089,United Kingdom,16,47.2
577842,22/11/2021 10:39,16353,United Kingdom,177,787.55
542364,27/01/2021 12:50,,United Kingdom,5,0
563736,18/08/2021 18:21,13784,United Kingdom,88,336.24
556196,09/06/2021 12:27,18065,United Kingdom,16,62.04
573115,27/10/2021 15:37,,United Kingdom,145,0
560864,21/07/2021 13:54,14407,United Kingdom,680,475.36
554099,22/05/2021 13:20,16341,United Kingdom,534,797.65
539282,16/12/2020 15:45,16770,United Kingdom,64,131.4
544637,22/02/2021 11:20,16546,United Kingdom,393,487.75
577318,18/11/2021 13:42,17675,United Kingdom,457,1072.73
536522,01/12/2020 12:49,15012,United Kingdom,86,191.06
567385,20/09/2021 10:27,14866,United Kingdom,2472,5639.52
554163,23/05/2021 11:52,14573,United Kingdom,52,183.26
578079,22/11/2021 16:26,13985,United Kingdom,198,466.18
558556,30/06/2021 13:14,17954,United Kingdom,94,131.06
559507,08/07/2021 15:22,15920,United Kingdom,55,98.06
580892,06/12/2021 12:30,13199,United Kingdom,180,302.04
551138,26/04/2021 13:06,17061,United Kingdom,36,38.16
569384,03/10/2021 16:47,15159,United Kingdom,318,207.6
549440,08/04/2021 12:42,17162,United Kingdom,61,173.25
544460,20/02/2021 14:01,16931,United Kingdom,218,302.37
559863,13/07/2021 10:33,15039,United Kingdom,173,352.94
565119,01/09/2021 11:38,16722,United Kingdom,422,422.08
556304,10/06/2021 10:29,12840,United Kingdom,296,572.8
558679,01/07/2021 10:58,17800,United Kingdom,81,124.9
556230,09/06/2021 14:45,17402,United Kingdom,58,226.28
545027,25/02/2021 14:59,,United Kingdom,294,1180.5
571728,19/10/2021 09:18,16123,United Kingdom,170,307.78
575301,09/11/2021 12:32,13804,United Kingdom,13,48.79
546974,18/03/2021 12:08,,United Kingdom,58,404.64
537007,03/12/2020 15:36,,United Kingdom,145,0
556824,15/06/2021 10:24,,United Kingdom,37,256.34
552320,09/05/2021 08:26,13985,United Kingdom,124,247.8
569726,06/10/2021 09:36,17419,United Kingdom,249,465.55
568991,29/09/2021 16:44,18204,United Kingdom,288,626.38
555845,07/06/2021 13:19,17015,United Kingdom,549,524.5
565223,01/09/2021 19:08,15410,United Kingdom,112,386.74
537424,06/12/2020 15:35,15602,United Kingdom,57,92.55
578347,24/11/2021 09:26,,United Kingdom,1514,5526.53
576099,14/11/2021 10:28,13021,United Kingdom,405,392.57
565129,01/09/2021 12:41,15719,United Kingdom,251,515.17
562612,08/08/2021 12:00,16637,United Kingdom,211,226.93
570192,07/10/2021 15:26,17509,United Kingdom,500,898.14
542630,31/01/2021 10:08,13784,United Kingdom,144,60.48
557042,16/06/2021 14:26,13004,United Kingdom,4,15.8
565235,02/09/2021 09:43,13418,United Kingdom,484,402
566862,15/09/2021 12:46,13018,United Kingdom,105,248.07
565760,06/09/2021 13:47,12720,Germany,10,16.5
577511,20/11/2021 12:53,17561,United Kingdom,146,167.62
568168,25/09/2021 12:46,15799,United Kingdom,416,402.9
545915,08/03/2021 11:44,17419,United Kingdom,168,329.08
575925,11/11/2021 17:14,,United Kingdom,3,5
581101,07/12/2021 11:48,17835,United Kingdom,65,114.14
543127,03/02/2021 14:51,16748,United Kingdom,72,130.8
543044,03/02/2021 08:18,17071,United Kingdom,150,308.55
544800,23/02/2021 13:45,15687,United Kingdom,97,299.95
581212,07/12/2021 18:38,,United Kingdom,145,0
576830,16/11/2021 14:54,14898,United Kingdom,156,292.22
570198,07/10/2021 15:50,,United Kingdom,72,0
572745,25/10/2021 16:20,14085,United Kingdom,5,29.75
547501,23/03/2021 12:41,13408,United Kingdom,12,59.4
555077,31/05/2021 12:42,17975,United Kingdom,44,147.48
548685,01/04/2021 16:47,,United Kingdom,145,0
551944,05/05/2021 11:08,14553,United Kingdom,51,110.38
567206,19/09/2021 10:51,13562,United Kingdom,230,589.6
543813,13/02/2021 15:02,16897,United Kingdom,15,76.75
558386,29/06/2021 09:32,14883,United Kingdom,88,47.92
542923,02/02/2021 09:08,14665,United Kingdom,150,394.4
573553,31/10/2021 13:48,,United Kingdom,345,2534.37
553509,17/05/2021 13:44,17220,United Kingdom,175,194.38
542192,26/01/2021 11:27,14049,United Kingdom,767,1031.83
571181,14/10/2021 10:48,15498,United Kingdom,10,70.8
536800,02/12/2020 16:12,14829,United Kingdom,190,236.97
579499,29/11/2021 15:59,17682,United Kingdom,378,574.98
558331,28/06/2021 12:21,17391,United Kingdom,384,407.04
575050,08/11/2021 12:14,16505,United Kingdom,576,777.6
578850,27/11/2021 10:47,13571,United Kingdom,172,223.79
559165,06/07/2021 16:40,12977,United Kingdom,12,39.24
577487,20/11/2021 12:00,15061,United Kingdom,396,333.36
560444,18/07/2021 17:15,13764,United Kingdom,308,445.74
536883,03/12/2020 11:41,,United Kingdom,13,5.46
564327,24/08/2021 13:33,16029,United Kingdom,658,1177.7
568877,29/09/2021 12:31,14680,United Kingdom,891,2163.95
571564,18/10/2021 10:16,16019,United Kingdom,218,417.29
571222,14/10/2021 13:36,,United Kingdom,3,14.25
560942,22/07/2021 11:31,15005,United Kingdom,134,164.92
580287,02/12/2021 13:28,14594,United Kingdom,39,124.83
546383,11/03/2021 12:54,13654,United Kingdom,332,312.93
574577,04/11/2021 17:09,,United Kingdom,145,0
569017,30/09/2021 09:22,13813,Germany,177,281.94
578040,22/11/2021 14:21,13322,United Kingdom,117,199.48
537141,05/12/2020 12:57,15570,United Kingdom,165,517.65
548615,01/04/2021 11:47,,United Kingdom,145,0
551690,03/05/2021 13:35,,United Kingdom,145,0
547513,23/03/2021 13:59,17519,United Kingdom,295,313.45
572907,26/10/2021 15:44,12827,United Kingdom,117,217.75
541244,16/01/2021 12:35,15535,United Kingdom,78,270.34
566913,15/09/2021 14:07,17602,United Kingdom,901,1244.44
542616,30/01/2021 15:40,16816,United Kingdom,143,249.67
544449,20/02/2021 12:14,16115,United Kingdom,77,138.83
578524,24/11/2021 14:20,,United Kingdom,145,0
539096,16/12/2020 10:19,13089,United Kingdom,216,313.2
576736,16/11/2021 12:42,13089,United Kingdom,174,356.1
539825,22/12/2020 12:22,,United Kingdom,3,9.35
576356,14/11/2021 16:30,15681,United Kingdom,106,243.14
549159,06/04/2021 17:14,,United Kingdom,145,0
571012,13/10/2021 12:15,,United Kingdom,145,0
552185,06/05/2021 13:52,12921,United Kingdom,292,464.01
564574,26/08/2021 11:19,15078,United Kingdom,12,15
543899,14/02/2021 12:11,,EIRE,563,1096.14
580648,05/12/2021 13:15,12628,Germany,147,215.25
559295,07/07/2021 12:32,12362,Belgium,144,303.76
568236,26/09/2021 11:49,12820,United Kingdom,217,217.77
551668,03/05/2021 12:37,,United Kingdom,145,0
554853,27/05/2021 09:32,16839,United Kingdom,294,366.56
543648,11/02/2021 08:45,15114,United Kingdom,179,259.05
579069,28/11/2021 10:31,14911,EIRE,605,1073.23
576073,13/11/2021 16:13,16930,United Kingdom,152,173.44
550519,19/04/2021 09:31,13141,United Kingdom,294,516.28
537208,05/12/2020 15:12,15889,United Kingdom,149,297.92
573028,27/10/2021 13:29,16847,United Kingdom,78,193.44
563105,12/08/2021 10:15,,United Kingdom,2,0
580526,04/12/2021 15:18,16535,United Kingdom,356,593.75
541962,24/01/2021 12:58,12693,Germany,47,162.05
579175,28/11/2021 14:39,14562,United Kingdom,110,321.19
572673,25/10/2021 13:16,13309,United Kingdom,350,293.77
553715,18/05/2021 16:05,,United Kingdom,2,12.45
581232,08/12/2021 10:26,12358,Austria,148,683.2
556258,09/06/2021 17:48,12694,France,323,439.5
566975,16/09/2021 09:24,13599,United Kingdom,293,428.34
544454,20/02/2021 13:13,13301,United Kingdom,95,173.91
578451,24/11/2021 12:27,17133,United Kingdom,48,69.6
564439,25/08/2021 12:12,12841,United Kingdom,132,115.34
555133,31/05/2021 15:32,16810,United Kingdom,114,309.54
545534,03/03/2021 14:05,17652,United Kingdom,98,222.3
555417,03/06/2021 10:17,12601,Germany,23,68.1
563193,12/08/2021 16:30,,United Kingdom,533,1554.35
579510,29/11/2021 16:44,14554,United Kingdom,445,727.05
577299,18/11/2021 12:52,12498,Germany,81,126
577037,17/11/2021 13:27,,United Kingdom,4,0
542397,27/01/2021 15:22,13328,United Kingdom,680,1308.48
566303,12/09/2021 08:24,12997,United Kingdom,170,307.92
561430,27/07/2021 11:29,15172,United Kingdom,358,360.54
568707,28/09/2021 15:33,14911,EIRE,16,50.4
568151,25/09/2021 11:39,17506,United Kingdom,139,302.2
548634,01/04/2021 12:26,12877,United Kingdom,34,87.1
565295,02/09/2021 12:01,12794,Portugal,227,317
561075,24/07/2021 15:51,16458,United Kingdom,116,185
551524,01/05/2021 12:35,16401,United Kingdom,431,477.09
581379,08/12/2021 12:50,13954,United Kingdom,101,212.51
560449,19/07/2021 09:31,14732,United Kingdom,220,335.1
574861,07/11/2021 12:24,17368,United Kingdom,65,166.92
538527,13/12/2020 09:52,15361,United Kingdom,336,418.92
572909,26/10/2021 15:48,15821,United Kingdom,108,316.78
581407,08/12/2021 13:59,13263,United Kingdom,123,207.35
570013,07/10/2021 09:55,,United Kingdom,145,0
554543,25/05/2021 09:18,16091,United Kingdom,83,157.25
568913,29/09/2021 13:45,15050,United Kingdom,24,30
571230,14/10/2021 14:16,13717,United Kingdom,180,301.54
575712,10/11/2021 17:46,13606,United Kingdom,36,30.12
543629,10/02/2021 15:55,,United Kingdom,109,697.95
551279,27/04/2021 13:19,16013,United Kingdom,240,172.8
553380,16/05/2021 15:29,17190,United Kingdom,1,195
558058,24/06/2021 15:00,14766,United Kingdom,251,365.11
565556,05/09/2021 12:14,,United Kingdom,750,0
558197,27/06/2021 12:45,14298,United Kingdom,1716,666.68
579711,30/11/2021 14:17,15060,United Kingdom,125,141.88
559784,12/07/2021 12:07,16839,United Kingdom,312,834.52
545667,04/03/2021 16:07,,United Kingdom,354,1397.75
553418,17/05/2021 10:10,18257,United Kingdom,192,357.4
554370,24/05/2021 10:35,13267,United Kingdom,30,62.1
563093,11/08/2021 17:28,,United Kingdom,273,1319.78
561516,27/07/2021 15:16,,United Kingdom,1,3.95
549342,08/04/2021 11:06,,United Kingdom,145,0
574890,07/11/2021 14:23,18229,United Kingdom,176,414.6
577553,20/11/2021 15:30,17425,United Kingdom,36,70.2
575711,10/11/2021 17:45,14560,United Kingdom,48,65.28
576638,16/11/2021 09:35,13890,United Kingdom,117,219.35
573937,02/11/2021 10:40,15830,United Kingdom,415,576
549594,11/04/2021 10:25,16029,United Kingdom,192,470.4
540150,05/01/2021 11:04,,United Kingdom,3,38.25
552521,09/05/2021 16:35,16668,United Kingdom,48,71.82
558641,01/07/2021 09:19,17865,United Kingdom,330,831.34
552357,09/05/2021 12:16,18219,United Kingdom,86,227.62
545047,27/02/2021 11:42,14147,United Kingdom,40,182.8
580960,06/12/2021 14:35,16016,United Kingdom,76,140.6
578511,24/11/2021 13:27,17975,United Kingdom,104,247.62
567796,22/09/2021 11:46,16395,United Kingdom,303,304.96
560931,22/07/2021 10:25,16365,United Kingdom,52,175.05
541856,23/01/2021 15:16,17673,United Kingdom,453,402.42
547891,28/03/2021 10:14,13266,United Kingdom,401,302.22
574690,06/11/2021 13:11,12638,Sweden,577,671.69
569254,03/10/2021 11:00,18116,United Kingdom,170,163.56
544645,22/02/2021 11:58,16843,United Kingdom,560,1240.4
567806,22/09/2021 12:22,18102,United Kingdom,88,452.84
556061,08/06/2021 14:04,,United Kingdom,145,0
542228,26/01/2021 13:37,13113,United Kingdom,163,372.29
575745,11/11/2021 10:14,16458,United Kingdom,110,203.6
577251,18/11/2021 12:18,,United Kingdom,1,0
549446,08/04/2021 13:14,17054,United Kingdom,319,314.07
574314,03/11/2021 17:48,13500,United Kingdom,192,342.4
536527,01/12/2020 13:04,12662,Germany,157,261.48
556810,14/06/2021 16:50,,United Kingdom,1,1.69
553402,16/05/2021 17:13,17898,United Kingdom,124,99.84
543656,11/02/2021 10:30,,United Kingdom,145,0
560201,15/07/2021 13:09,17061,United Kingdom,86,329.3
567183,18/09/2021 15:33,14769,United Kingdom,273,395.54
556102,08/06/2021 16:15,13115,United Kingdom,621,878.55
577320,18/11/2021 13:44,13880,United Kingdom,259,396.65
546154,10/03/2021 07:43,13953,United Kingdom,400,500
536968,03/12/2020 13:09,16013,United Kingdom,168,534
539261,16/12/2020 14:34,15620,United Kingdom,395,424.49
539106,16/12/2020 10:51,16705,United Kingdom,632,920.52
574756,07/11/2021 09:40,13534,United Kingdom,128,306.2
552376,09/05/2021 12:30,16326,United Kingdom,19,109.05
537159,05/12/2020 13:17,14527,United Kingdom,60,292.95
564306,24/08/2021 12:23,17865,United Kingdom,352,1142.88
556808,14/06/2021 15:45,17749,United Kingdom,63,305.51
540253,05/01/2021 16:28,13225,United Kingdom,444,1263.72
575589,10/11/2021 12:05,14262,United Kingdom,274,514.16
557622,21/06/2021 14:15,17960,United Kingdom,41,73.78
564713,28/08/2021 10:43,16768,United Kingdom,41,103.24
549186,07/04/2021 09:39,15838,United Kingdom,72,270
561103,25/07/2021 11:23,,United Kingdom,145,0
546848,17/03/2021 12:53,13533,United Kingdom,11,18.15
555565,05/06/2021 15:06,15298,United Kingdom,354,538.76
546236,10/03/2021 12:48,12370,Cyprus,1005,938.39
565643,05/09/2021 15:56,13468,United Kingdom,207,356.75
562603,08/08/2021 10:40,17870,United Kingdom,123,106.91
580873,06/12/2021 12:06,15061,United Kingdom,1410,3895.86
579253,28/11/2021 16:54,17450,United Kingdom,96,230.4
558109,26/06/2021 15:36,12474,Germany,15,44.25
560225,15/07/2021 16:27,,United Kingdom,930,2929.35
575914,11/11/2021 16:31,17071,United Kingdom,316,432.16
577065,17/11/2021 14:46,13890,United Kingdom,53,146.35
581501,09/12/2021 10:46,12985,United Kingdom,692,485
572548,24/10/2021 17:01,,United Kingdom,145,0
560037,14/07/2021 14:00,,United Kingdom,145,0
541966,24/01/2021 13:35,13854,United Kingdom,142,304.1
571296,16/10/2021 16:13,13760,United Kingdom,101,151.7
568131,23/09/2021 16:05,16872,United Kingdom,146,215.34
566936,15/09/2021 15:35,18102,United Kingdom,950,4351
578674,24/11/2021 18:05,14088,United Kingdom,12,39.48
577126,17/11/2021 19:22,12406,Denmark,1025,1794.05
550450,18/04/2021 12:47,15615,United Kingdom,72,90
580548,05/12/2021 09:41,12569,Germany,7,69
558566,30/06/2021 14:25,,United Kingdom,8,28.38
576773,16/11/2021 13:21,,United Kingdom,145,0
577497,20/11/2021 12:22,17555,United Kingdom,193,287.81
580055,01/12/2021 13:12,14298,United Kingdom,360,637.6
564811,30/08/2021 11:37,15769,United Kingdom,300,537
569227,02/10/2021 14:37,14051,United Kingdom,181,973.95
580956,06/12/2021 14:23,17841,United Kingdom,702,974.01
557936,23/06/2021 15:28,,United Kingdom,1,12.5
576255,14/11/2021 14:09,15993,United Kingdom,328,419.72
568144,25/09/2021 11:29,14005,United Kingdom,228,281.12
574011,02/11/2021 11:52,16884,United Kingdom,117,133.08
550158,14/04/2021 15:39,13989,United Kingdom,869,896.67
560097,14/07/2021 17:40,13050,United Kingdom,256,339.38
561226,26/07/2021 10:13,15618,United Kingdom,100,222.83
543378,07/02/2021 15:34,18102,United Kingdom,1008,4379.76
570184,07/10/2021 14:46,14029,United Kingdom,174,302.46
554267,23/05/2021 12:56,,United Kingdom,6,0
578374,24/11/2021 11:21,,United Kingdom,50,0
579786,30/11/2021 15:31,12524,Germany,110,307.8
570246,09/10/2021 16:22,16921,United Kingdom,171,169.79
551697,03/05/2021 13:46,16029,United Kingdom,1,8142.75
577039,17/11/2021 13:30,12539,Spain,446,1050.66
557018,16/06/2021 12:36,14285,United Kingdom,2,5.9
571122,14/10/2021 09:28,16566,United Kingdom,48,38.4
545701,06/03/2021 15:17,17107,United Kingdom,826,1695.21
550919,21/04/2021 14:06,14735,United Kingdom,10,19.5
576734,16/11/2021 12:42,17680,United Kingdom,96,184.4
548549,31/03/2021 19:55,16365,United Kingdom,102,120.9
556842,15/06/2021 11:29,13631,United Kingdom,10,40
568513,27/09/2021 12:36,13555,United Kingdom,471,865.53
537774,08/12/2020 12:40,14060,United Kingdom,196,281
574432,04/11/2021 11:27,,United Kingdom,8,5.34
549309,08/04/2021 09:15,15114,United Kingdom,234,215.34
580545,05/12/2021 09:16,12782,Portugal,128,252.25
544082,15/02/2021 15:50,,United Kingdom,3,2.09
542370,27/01/2021 13:23,13004,United Kingdom,296,318.6
544325,17/02/2021 16:23,,United Kingdom,1,2.95
537802,08/12/2020 13:11,13455,United Kingdom,190,692.94
577084,17/11/2021 15:41,16626,United Kingdom,43,282.25
578006,22/11/2021 12:40,13363,United Kingdom,267,388.68
573007,27/10/2021 12:22,16009,United Kingdom,122,388.76
547932,28/03/2021 14:01,,United Kingdom,24,0
562386,04/08/2021 15:43,,United Kingdom,145,0
573414,30/10/2021 16:15,16877,United Kingdom,148,269.03
568063,23/09/2021 13:24,15981,United Kingdom,234,391.68
562545,05/08/2021 15:46,12971,United Kingdom,196,137.76
553422,17/05/2021 10:27,16923,United Kingdom,40,130
570168,07/10/2021 14:05,17596,United Kingdom,852,612.01
560394,18/07/2021 13:35,14390,United Kingdom,310,556.58
575322,09/11/2021 13:36,14543,United Kingdom,68,312.78
569734,06/10/2021 10:31,14538,United Kingdom,125,281.75
537034,03/12/2020 17:20,13081,United Kingdom,1338,2355.18
560239,17/07/2021 11:50,13507,United Kingdom,751,1242.38
577724,21/11/2021 12:37,12984,United Kingdom,26,97.5
545873,07/03/2021 14:54,13092,United Kingdom,22,110.2
570015,07/10/2021 09:56,,United Kingdom,42,0
559349,07/07/2021 17:33,15150,United Kingdom,184,292.82
554843,26/05/2021 19:13,13911,United Kingdom,590,330.42
553996,20/05/2021 11:33,15220,United Kingdom,392,346.4
564325,24/08/2021 13:27,13694,United Kingdom,240,189.6
558539,30/06/2021 12:14,16556,United Kingdom,217,445.42
547887,28/03/2021 09:30,16245,United Kingdom,258,453.98
574841,07/11/2021 11:42,14156,EIRE,30,397.43
560229,17/07/2021 10:39,14013,United Kingdom,114,155.3
547052,20/03/2021 12:07,18225,United Kingdom,64,171.75
541011,13/01/2021 11:26,15447,United Kingdom,85,155.17
556267,09/06/2021 19:33,13694,United Kingdom,9811,3027.31
572704,25/10/2021 14:39,,United Kingdom,511,2394.1
544703,23/02/2021 10:35,,United Kingdom,145,0
580144,02/12/2021 09:53,12684,France,85,179.4
560922,21/07/2021 19:34,14911,EIRE,147,260.9
554102,22/05/2021 13:40,14647,United Kingdom,95,243.22
556322,10/06/2021 10:51,,United Kingdom,145,0
540154,05/01/2021 11:30,,United Kingdom,733,1854.39
556921,15/06/2021 13:50,16038,United Kingdom,42,76.38
574097,03/11/2021 09:56,12471,Germany,377,725.72
547405,23/03/2021 08:22,17705,United Kingdom,76,114
537252,06/12/2020 10:46,,United Kingdom,31,26.35
551416,28/04/2021 13:39,17874,United Kingdom,4,23.8
561540,28/07/2021 10:08,,United Kingdom,145,0
551389,28/04/2021 11:45,12437,France,147,209.1
556121,09/06/2021 10:09,15855,United Kingdom,68,132.18
562014,01/08/2021 14:05,14341,United Kingdom,237,321.29
538247,10/12/2020 12:09,,United Kingdom,145,0
573582,31/10/2021 14:23,16633,United Kingdom,280,726.16
559377,08/07/2021 10:39,,United Kingdom,17,0
579102,28/11/2021 11:33,14911,EIRE,340,805.6
566669,14/09/2021 11:36,18065,United Kingdom,251,466.09
536572,01/12/2020 15:40,16539,United Kingdom,301,442.35
553352,16/05/2021 13:41,13089,United Kingdom,86,239.48
556058,08/06/2021 13:54,13985,United Kingdom,244,524.5
541287,17/01/2021 13:09,14101,United Kingdom,664,751.6
578369,24/11/2021 11:10,14698,United Kingdom,59,136.65
576648,16/11/2021 10:32,14057,United Kingdom,490,639.16
575128,08/11/2021 14:27,16837,United Kingdom,414,521.54
545087,28/02/2021 11:46,16422,United Kingdom,467,513.45
545555,03/03/2021 15:17,17757,United Kingdom,57,137.62
563913,21/08/2021 13:11,14911,EIRE,148,458.9
572088,20/10/2021 14:33,14585,United Kingdom,91,157.05
561474,27/07/2021 13:18,14680,United Kingdom,1501,2688.27
567343,19/09/2021 15:21,17628,United Kingdom,79,75.75
562767,09/08/2021 10:47,13769,United Kingdom,95,282.23
540945,12/01/2021 12:41,16554,United Kingdom,1,0.85
549174,06/04/2021 17:30,,United Kingdom,145,0
572073,20/10/2021 13:46,13263,United Kingdom,169,178.32
553864,19/05/2021 14:08,15862,United Kingdom,235,136.78
536592,01/12/2020 17:06,,United Kingdom,1478,6915.65
565149,01/09/2021 14:13,14414,United Kingdom,334,174.06
536539,01/12/2020 14:03,15165,United Kingdom,160,487.75
538830,14/12/2020 13:01,14298,United Kingdom,78,146.46
552727,11/05/2021 10:32,14920,United Kingdom,292,572.24
548892,04/04/2021 15:35,18044,United Kingdom,27,124.15
561902,31/07/2021 15:50,17404,Sweden,2567,3633.58
545288,01/03/2021 11:48,15311,United Kingdom,1003,1390.06
553394,16/05/2021 16:47,,United Kingdom,145,0
571668,18/10/2021 13:10,16515,United Kingdom,138,376.78
564076,22/08/2021 15:27,14045,United Kingdom,48,408
550992,21/04/2021 19:05,14512,United Kingdom,50,126.32
554836,26/05/2021 16:25,13015,United Kingdom,238,783.67
554289,23/05/2021 14:18,15434,United Kingdom,199,306.96
565248,02/09/2021 10:34,15860,United Kingdom,72,112.86
576274,14/11/2021 14:24,17793,United Kingdom,232,323.04
570259,10/10/2021 09:59,,United Kingdom,145,0
555279,01/06/2021 17:42,16348,United Kingdom,66,127.62
579834,30/11/2021 16:09,17288,United Kingdom,240,200.04
578977,27/11/2021 15:18,17231,United Kingdom,283,464.77
548860,04/04/2021 13:38,13263,United Kingdom,255,406.82
557252,17/06/2021 16:23,17961,United Kingdom,2,11.9
543012,02/02/2021 13:28,17961,United Kingdom,2,7.2
581222,08/12/2021 09:46,14520,United Kingdom,46,105.6
559298,07/07/2021 12:38,12471,Germany,298,739.64
565311,02/09/2021 12:33,16210,United Kingdom,120,344.88
565584,05/09/2021 13:10,14243,United Kingdom,165,315.17
541808,21/01/2021 14:51,16210,United Kingdom,1,10
557133,17/06/2021 09:11,17306,United Kingdom,288,305.28
573104,27/10/2021 14:59,17652,United Kingdom,277,353.39
565219,01/09/2021 18:07,14420,United Kingdom,334,387.52
566329,12/09/2021 12:20,14527,United Kingdom,50,207.57
580531,04/12/2021 15:47,12569,Germany,34,92.55
543291,07/02/2021 10:50,14180,United Kingdom,16,143.92
558455,29/06/2021 13:58,14327,United Kingdom,139,311.65
577077,17/11/2021 15:16,17799,United Kingdom,409,524.18
566755,14/09/2021 15:49,13877,United Kingdom,108,117.24
566487,13/09/2021 10:03,16422,United Kingdom,316,358.2
544337,18/02/2021 08:34,13425,United Kingdom,282,401.57
564818,30/08/2021 12:10,,United Kingdom,527,1564.23
546153,10/03/2021 07:42,13538,United Kingdom,50,337.5
549970,13/04/2021 14:25,15026,United Kingdom,23,121.8
538352,10/12/2020 15:21,16565,United Kingdom,46,173.7
581403,08/12/2021 13:46,13510,United Kingdom,254,341.86
564967,31/08/2021 15:13,17659,United Kingdom,30,102.48
545321,01/03/2021 14:53,12747,United Kingdom,146,310.78
578954,27/11/2021 15:02,15054,United Kingdom,87,133.68
581231,08/12/2021 10:26,14291,United Kingdom,4,19.8
562578,07/08/2021 13:17,14331,United Kingdom,16,79
549059,06/04/2021 10:46,15529,United Kingdom,99,198.91
554293,23/05/2021 14:19,,United Kingdom,75,588.22
563230,14/08/2021 15:39,15376,United Kingdom,162,334.85
540395,06/01/2021 18:24,14702,United Kingdom,55,237.65
578302,23/11/2021 15:23,16057,United Kingdom,243,718.89
575868,11/11/2021 12:44,12985,United Kingdom,841,754.38
554494,24/05/2021 14:00,16327,United Kingdom,402,729.07
577538,20/11/2021 14:20,18040,United Kingdom,52,118.2
559374,08/07/2021 10:37,,United Kingdom,145,0
546672,15/03/2021 15:47,,United Kingdom,145,0
544129,16/02/2021 11:54,13199,United Kingdom,135,434.6
561916,01/08/2021 11:44,15581,United Kingdom,2,250
552529,09/05/2021 17:24,14541,United Kingdom,26,38.3
568399,27/09/2021 10:26,16145,United Kingdom,342,341.62
547647,24/03/2021 11:43,15144,United Kingdom,190,232.9
576414,15/11/2021 11:21,,United Kingdom,14,0
556035,08/06/2021 12:36,15159,United Kingdom,152,54.48
572344,24/10/2021 10:43,14607,United Kingdom,744,1116
562708,08/08/2021 14:15,17085,United Kingdom,157,347.75
569026,30/09/2021 10:18,16101,United Kingdom,757,1290.7
576188,14/11/2021 11:26,15168,United Kingdom,52,106.56
566291,11/09/2021 15:31,12965,United Kingdom,283,771.91
577160,18/11/2021 10:05,16134,United Kingdom,213,334.56
564961,31/08/2021 14:28,14525,United Kingdom,126,224.64
578468,24/11/2021 12:33,16482,United Kingdom,346,220.62
573991,02/11/2021 11:19,,United Kingdom,36,0
563447,16/08/2021 14:25,,United Kingdom,50,0
546135,09/03/2021 15:47,12388,Australia,90,210.9
546640,15/03/2021 12:56,14092,United Kingdom,100,238.2
576688,16/11/2021 12:16,16717,United Kingdom,930,1995.56
564800,30/08/2021 11:32,14108,United Kingdom,209,291.33
569371,03/10/2021 15:52,14651,United Kingdom,158,238.28
538051,09/12/2020 13:24,18041,United Kingdom,154,205.35
555490,03/06/2021 13:50,17949,United Kingdom,120,1314
551719,03/05/2021 16:09,,United Kingdom,289,1248.33
563729,18/08/2021 17:39,14051,United Kingdom,128,742.8
562590,07/08/2021 15:39,12748,United Kingdom,72,53.52
569962,06/10/2021 18:45,13993,United Kingdom,112,460.4
547086,20/03/2021 15:46,12428,Finland,63,409.2
570342,10/10/2021 12:26,17706,United Kingdom,459,1322.82
537231,06/12/2020 09:21,13652,United Kingdom,112,308.8
571268,16/10/2021 12:06,15351,United Kingdom,101,269.96
538186,10/12/2020 10:26,13000,United Kingdom,77,201.75
544404,18/02/2021 12:56,16401,United Kingdom,122,177.9
580067,01/12/2021 13:40,16966,United Kingdom,276,385.8
546679,15/03/2021 16:47,13121,United Kingdom,252,283.73
544353,18/02/2021 10:32,18229,United Kingdom,60,359.8
539610,20/12/2020 14:33,14606,United Kingdom,33,109.88
560402,18/07/2021 14:19,,United Kingdom,2,0
578005,22/11/2021 12:39,16985,United Kingdom,146,522.98
539004,15/12/2020 12:43,13426,United Kingdom,142,336.98
563718,18/08/2021 16:18,15144,United Kingdom,194,506.9
562730,09/08/2021 10:16,17554,United Kingdom,662,477.46
567077,16/09/2021 12:34,18122,United Kingdom,104,201.94
570253,10/10/2021 09:18,14156,EIRE,360,1974
581310,08/12/2021 11:43,16442,United Kingdom,92,179.76
